Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.329,False,13180,13509
0.634,False,21811,22445
0.487,False,27740,28227
0.463,False,38484,38947
0.438,False,44262,44700
0.244,False,50984,51228
0.418,False,56471,56889
0.341,True,64588,64929
0.308,False,70253,70561
