Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.242,False,13262,13504
0.28,False,23489,23769
0.605,False,33308,33913
0.254,False,38743,38997
0.378,False,49247,49625
0.485,False,54953,55438
