Game,Mean,Green,Red,Ambulance
1,0.40688888888888886,0.418,0.41225,0.341
2,0.34884615384615386,0.34249999999999997,0.34049999999999997,0.43700000000000006
3,0.37399999999999994,0.40833333333333327,0.33966666666666673,
4,0.2897777777777778,0.273,0.31075,
5,0.3217777777777778,0.31224999999999997,0.30774999999999997,0.41600000000000004
