Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.672,False,12757,13429
0.369,False,19683,20052
0.218,False,25473,25691
0.289,False,33995,34284
0.332,False,39571,39903
0.361,False,46174,46535
0.36,False,51765,52125
0.269,False,58431,58700
0.216,False,64365,64581
0.378,False,72875,73253
0.257,False,78568,78825
0.437,True,92592,93029
0.377,False,99348,99725
