Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.407,False,12062,12469
0.654,False,23761,24415
0.372,False,29653,30025
0.528,False,42224,42752
0.641,False,48196,48837
0.56,False,58103,58663
0.404,False,64067,64471
0,False,70797,
