Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.308,False,12084,12392
0.307,False,25889,26196
0.308,False,31464,31772
0.456,False,40285,40741
0.273,False,46163,46436
0.322,False,52803,53125
0.24,False,58385,58625
0.272,False,67063,67335
0.22,False,72665,72885
0.316,False,83455,83771
0.246,False,89070,89316
0.396,False,95624,96020
0.338,False,101238,101576
