Game,Mean,Green,Red,Ambulance
1,0.41121428571428575,0.29950000000000004,0.42919999999999997,0.6046666666666667
2,0.3494285714285714,0.32222222222222224,0.3782352941176471,
3,0.37967647058823534,0.30324999999999996,0.4265333333333333,0.553
4,0.3408787878787879,0.28252941176470586,0.39013333333333333,0.594
5,0.28099999999999997,0.225,0.39299999999999996,
