Reaction times,Ambulance
0.484,False
0.338,False
0.321,False
0.319,False
0.263,False
0.576,True
0.537,False
0.318,False
0.473,False
0.589,False
0.574,True
0.292,False
0.296,False
0.758,False
0.211,False
1.037,False
0.214,False
0.369,False
0.346,False
0.442,False
0.275,False
0.543,True
0.452,False
0.489,False
0.345,False
0.253,False
0.527,False
0.367,False
0.372,False
0.227,False
0.521,False
0.234,False
0.366,False
0.268,False
