Reaction times,Ambulance
0.275,False
0.298,False
0.286,False
0.414,False
0.212,False
0.342,False
0.212,False
0.42,False
0.208,False
0.44,False
0.23,False
0.37,False
0.0,False
0.278,False
0.294,False
0.482,False
0.42,False
0.39,False
0.268,False
0.391,False
0.644,False
0.36,False
0.824,False
0.692,False
0.27,False
0.251,False
0.193,False
0.436,False
0.427,False
0.364,False
0.402,False
0.378,False
0.295,False
0.485,False
0.338,False
