Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.275,False,11994,12269
0.375,False,23579,23954
0.24,False,29329,29569
1.311,False,37889,39200
1.347,False,44304,45651
0,False,54040,
