Reaction times,Ambulance
0.218,False
0.427,False
0.189,False
0.291,False
0.28,False
0.304,False
0.263,False
0.722,False
0.482,False
0.378,False
0.248,False
0.41,False
0.21,False
0.4,False
0.255,False
0.334,False
0.231,False
0.581,True
0.42,False
0.245,False
0.414,False
0.467,False
0.35,False
0.469,False
0.369,False
0.0,False
0.448,False
0.273,False
0.512,False
0.225,False
0.859,False
0.233,False
0.422,False
0.407,False
