Start stimulus (sample)
12175
19398
25055
33382
39945
49491
55093
61182
67247
76083
81872
88415
94167
97681
104870
113466
119094
129665
134396
140176
150787
156577
167486
173267
181599
187529
194092
199877
210488
216400
224897
231231
235778
241564
