Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.551,False,8988,9539
0.426,False,18899,19325
0.302,False,24671,24973
0.326,True,30874,31200
0.393,False,35907,36300
0,False,41593,51549
0.371,False,51178,58425
0.339,False,58086,68151
0.872,True,67279,72358
0.428,False,71930,78760
0.205,False,78555,84601
0.617,True,83984,89029
0.537,False,88492,
0,False,94380,
