Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.537,False,8988,9525
0.426,False,18899,19325
0.265,False,24671,24936
0.351,True,30874,31225
0.418,False,35907,36325
0.217,False,41593,41810
0.37,False,51178,51548
0.327,False,58086,58413
0.862,True,67279,68141
0.424,False,71930,72354
0.225,False,78555,78780
0.601,True,83984,84585
0.508,False,88492,89000
0.226,False,94380,94606
