Reaction times,Ambulance
0.333,False
0.403,False
0.64,False
0.513,False
0.0,False
0.511,False
0.413,False
0.453,False
0.268,False
0.429,False
0.246,False
0.326,False
0.643,False
0.457,False
0.277,False
0.611,False
0.331,False
0.675,True
0.614,False
0.458,False
0.487,False
0.41,False
0.476,False
0.376,False
0.557,False
0.339,False
0.905,False
0.33,False
0.363,False
0.274,False
0.555,False
0.984,False
0.286,False
0.299,False
