Reaction times,Ambulance
0.422,False
0.543,False
1.018,False
0.737,False
0.358,False
0.504,False
0.321,False
0.471,False
0.662,False
0.733,True
0.691,False
0.664,False
0.457,False
0.313,False
0.959,False
0.291,False
0.464,False
0.844,False
0.548,False
0.61,False
0.885,False
0.366,False
0.421,False
0.345,False
0.795,False
0.281,False
