Reaction times,Ambulance
0.423,False
0.46,False
0.759,False
0.409,False
0.408,False
0.41,False
0.331,False
0.602,True
0.426,False
0.269,False
2.799,False
0.521,False
0.449,False
0.778,False
0.666,True
0.532,False
0.664,False
0.449,False
0.366,False
0.435,False
0.659,False
0.0,False
