Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.323,False,12050,12373
0.23,False,29482,29712
0.279,False,35142,35421
0.428,False,41681,42109
0.33,False,47450,47780
0.299,False,54087,54386
0.259,False,59748,60007
0.317,False,67316,67633
0.278,False,72947,73225
0.312,False,79488,79800
0.271,False,85164,85435
0.266,False,94484,94750
0.269,False,100153,100422
0.268,False,105701,105969
0.209,False,111247,111456
0.369,False,119776,120145
0.0,False,125455,125455
