Game,Mean,Green,Red,Ambulance
1,0.5075999999999999,0.32228571428571423,0.6741666666666667,0.6565000000000001
2,0.3161578947368421,0.301,0.31337499999999996,0.39549999999999996
3,0.436875,0.42525,0.4485,
4,0.2941875,0.27725,0.311125,
5,0.31525,0.30550000000000005,0.325,
