Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.281,False,11544,11825
0.311,False,21123,21434
0.15,False,26852,27002
0.456,False,35269,35725
0.329,False,41041,41370
0.401,False,53723,54124
0.226,False,59558,59784
0.626,False,69799,70425
0.865,False,75749,76614
