Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.315,False,11647,11962
0.937,False,30081,31018
0.305,False,36445,36750
0.452,False,41073,41525
0.258,False,46848,47106
0.659,True,54878,55537
0.553,False,59585,60138
0.349,False,65452,65801
0.727,False,73073,73800
0.305,False,79157,79462
0.783,False,87785,88568
0.37,False,93855,94225
0.654,True,96384,97038
0.593,False,102471,103064
0.354,False,108449,108803
