Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.296,False,8668,8964
0.383,False,19575,19958
0.218,False,25163,25381
0.397,False,34703,35100
0.28,False,40345,40625
0.816,True,44771,45587
0.65,False,49875,50525
0.353,False,55866,56219
0.0,False,62491,62491
0.249,False,67741,67990
1.992,False,78878,80870
1.382,False,86067,87449
0,False,100682,
