Start stimulus (sample)
8670
18190
23770
32612
38777
50885
56490
63002
67684
72428
78849
87384
93092
101684
107403
114992
120647
129157
134770
143299
148995
154569
160193
169688
175670
184200
189773
201291
207060
214588
220274
227802
233435
239301
245091
255880
261409
272192
278054
282655
288524
