Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.326,False,8643,8969
0.602,False,21298,21900
1.663,False,27286,28949
0.581,False,41272,41853
0.306,False,47062,47368
0.438,False,58675,59113
0.406,False,64362,64768
0.598,False,74074,74672
0.311,False,80042,80353
