Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.268,False,8667,8935
0.485,False,19270,19755
0.227,False,25146,25373
0.367,False,38771,39138
0.431,False,44542,44973
0.782,True,56069,56851
0.471,False,60870,61341
0.237,False,66752,66989
0.495,False,73268,73763
0.48,False,79145,79625
0.509,False,86872,87381
1.395,False,92757,94152
0,False,104301,
