Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.913,False,8663,9576
0.349,False,23880,24229
0.295,False,29544,29839
0.368,False,40989,41357
0.225,False,46747,46972
0.559,False,53274,53833
0.283,False,59266,59549
0.508,False,68872,69380
0.801,False,74641,75442
0.459,False,86693,87152
0.486,False,92451,92937
0.347,False,106326,106673
0.212,False,112044,112256
