Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.281,False,8667,8948
0.507,False,19270,19777
0.279,False,25146,25425
0.397,False,38771,39168
0.486,False,44542,45028
0.824,True,56069,56893
0.446,False,60870,61316
0.237,False,66752,66989
0.536,False,73268,73804
0.5,False,79145,79645
0.553,False,86872,87425
1.396,False,92757,94153
0,False,104301,
