Game,Mean,Green,Red,Ambulance
1,0.51225,0.5063333333333333,0.4654,0.782
2,0.40714285714285714,0.3498571428571428,0.44366666666666665,0.589
3,0.4056666666666666,0.3052,0.53125,
4,0.4465384615384615,0.45928571428571435,0.43166666666666664,
5,0.3296666666666667,0.3195,0.35,
