Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.508,False,8659,9167
0.514,False,31372,31886
0.468,False,37279,37747
0.453,False,46072,46525
0.407,False,51760,52167
0,False,61480,
