Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.598,False,8659,9257
0.577,False,31372,31949
0.501,False,37279,37780
0.453,False,46072,46525
0.438,False,51760,52198
0,False,61480,
