Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.484,False,8772,9256
1.41,False,20537,21947
0.378,False,27252,27630
0.439,False,33104,33543
0.245,False,38764,39009
0.262,False,47294,47556
0.264,False,52861,53125
0.482,False,62381,62863
0.306,False,68048,68354
