Game,Mean,Green,Red,Ambulance
1,0.4068695652173913,0.36850000000000005,0.41133333333333333,
2,0.4486666666666667,0.33140000000000003,0.59525,
3,0.404,0.3075,0.5005000000000001,
4,0.44384615384615383,0.42671428571428577,0.3975714285714286,
5,0.47000000000000003,0.461,0.3223333333333333,
