Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.412,False,11045,11457
0.393,False,24775,25168
0.337,False,30444,30781
0.443,False,39077,39520
0.334,False,44846,45180
0.598,False,56675,57273
0.304,False,62762,63066
0.54,False,69485,70025
0.497,False,75342,75839
0.438,False,85190,85628
0.325,False,91143,91468
0.371,False,97773,98144
0.778,False,103547,104325
0,False,114473,
