Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.457,False,8772,9229
1.327,False,20537,21864
0.401,False,27252,27653
0.412,False,33104,33516
0.245,False,38764,39009
0.279,False,47294,47573
0.249,False,52861,53110
0.363,False,62381,62744
0.305,False,68048,68353
