Start stimulus (sample)
8647
22164
27752
30070
40174
45274
50945
56481
62140
77274
82771
92471
98342
110274
115943
122573
128243
139278
144847
155772
161447
171983
180790
186549
195182
201146
206576
212647
220185
225864
234679
240352
244879
250655
