Start stimulus (sample)
8745
18379
23948
34474
39947
48494
54150
62679
68251
78798
84450
93973
99760
108289
113848
119395
125043
134188
139669
148188
153778
159484
165045
170589
176254
180793
186369
190683
194899
200549
207388
213056
220583
226150
234680
240251
244894
250649
257203
262858
