Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.484,False,11241,11725
0.442,False,22983,23425
0.48,False,28745,29225
0.623,True,32977,33600
0.524,False,39501,40025
0.682,False,45943,46425
0.541,True,55484,56025
0.448,False,60573,61021
0.581,False,66347,66928
0.5,False,73700,74200
0.304,False,79541,79845
0.674,True,85971,86645
0.67,False,90371,92041
0.358,False,97342,97700
