Game,Mean,Green,Red,Ambulance
1,0.5428076923076923,0.4800769230769231,0.5949166666666668,0.733
2,0.4798571428571429,0.42100000000000004,0.5583333333333335,
3,0.5217777777777779,0.4767777777777778,0.5621176470588236,0.6459999999999999
4,0.505190476190476,0.5098999999999999,0.4694444444444445,0.6425000000000001
5,0.4382727272727273,0.3954117647058823,0.4838125,
