Time,EMG
0.0,518.404296875
0.05865102639296188,274.404296875
0.11730205278592376,-503.595703125
0.17595307917888564,-503.595703125
0.23460410557184752,-503.595703125
0.2932551319648094,-503.595703125
0.3519061583577713,-503.595703125
0.41055718475073316,-503.595703125
0.46920821114369504,-503.595703125
0.5278592375366569,-503.595703125
0.5865102639296188,-503.595703125
0.6451612903225807,-335.595703125
0.7038123167155426,518.404296875
0.7624633431085044,518.404296875
0.8211143695014663,518.404296875
0.8797653958944283,518.404296875
0.9384164222873901,518.404296875
0.9970674486803519,519.404296875
1.0557184750733137,518.404296875
1.1143695014662758,518.404296875
1.1730205278592376,430.404296875
1.2316715542521994,218.404296875
1.2903225806451615,-503.595703125
1.3489736070381233,-503.595703125
1.4076246334310851,-503.595703125
1.466275659824047,-503.595703125
1.5249266862170088,-503.595703125
1.5835777126099708,-503.595703125
1.6422287390029326,-503.595703125
1.7008797653958945,-503.595703125
1.7595307917888565,-503.595703125
1.8181818181818183,-330.595703125
1.8768328445747802,518.404296875
1.935483870967742,518.404296875
1.9941348973607038,518.404296875
2.0527859237536656,518.404296875
2.1114369501466275,518.404296875
2.1700879765395897,519.404296875
2.2287390029325516,518.404296875
2.2873900293255134,518.404296875
2.346041055718475,488.404296875
2.404692082111437,230.404296875
2.463343108504399,-503.595703125
2.5219941348973607,-503.595703125
2.580645161290323,-503.595703125
2.6392961876832848,-503.595703125
2.6979472140762466,-503.595703125
2.7565982404692084,-503.595703125
2.8152492668621703,-503.595703125
2.873900293255132,-503.595703125
2.932551319648094,-503.595703125
2.9912023460410557,-349.595703125
3.0498533724340176,518.404296875
3.10850439882698,519.404296875
3.1671554252199416,518.404296875
3.2258064516129035,518.404296875
3.2844574780058653,518.404296875
3.343108504398827,519.404296875
3.401759530791789,518.404296875
3.4604105571847508,518.404296875
3.519061583577713,516.404296875
3.577712609970675,275.404296875
3.6363636363636367,-503.595703125
3.6950146627565985,-503.595703125
3.7536656891495603,-503.595703125
3.812316715542522,-503.595703125
3.870967741935484,-503.595703125
3.929618768328446,-503.595703125
3.9882697947214076,-503.595703125
4.0469208211143695,-503.595703125
4.105571847507331,-503.595703125
4.164222873900293,-206.595703125
4.222873900293255,518.404296875
4.281524926686218,518.404296875
4.3401759530791795,518.404296875
4.398826979472141,518.404296875
4.457478005865103,518.404296875
4.516129032258065,518.404296875
4.574780058651027,519.404296875
4.633431085043989,518.404296875
4.69208211143695,499.404296875
4.750733137829912,219.404296875
4.809384164222874,-503.595703125
4.868035190615836,-503.595703125
4.926686217008798,-503.595703125
4.9853372434017595,-503.595703125
5.043988269794721,-503.595703125
5.102639296187683,-503.595703125
5.161290322580646,-503.595703125
5.219941348973608,-503.595703125
5.2785923753665696,-503.595703125
5.337243401759531,-321.595703125
5.395894428152493,518.404296875
5.454545454545455,519.404296875
5.513196480938417,518.404296875
5.571847507331379,518.404296875
5.6304985337243405,518.404296875
5.689149560117302,519.404296875
5.747800586510264,519.404296875
5.806451612903226,518.404296875
5.865102639296188,515.404296875
5.92375366568915,230.404296875
5.9824046920821115,-503.595703125
6.041055718475073,-503.595703125
6.099706744868035,-503.595703125
6.158357771260998,-503.595703125
6.21700879765396,-503.595703125
6.2756598240469215,-503.595703125
6.334310850439883,-503.595703125
6.392961876832845,-503.595703125
6.451612903225807,-503.595703125
6.510263929618769,-264.595703125
6.568914956011731,518.404296875
6.627565982404692,518.404296875
6.686217008797654,518.404296875
6.744868035190616,518.404296875
6.803519061583578,518.404296875
6.86217008797654,518.404296875
6.9208211143695015,519.404296875
6.979472140762463,518.404296875
7.038123167155426,504.404296875
7.096774193548388,187.404296875
7.15542521994135,-503.595703125
7.2140762463343115,-503.595703125
7.272727272727273,-503.595703125
7.331378299120235,-503.595703125
7.390029325513197,-503.595703125
7.448680351906159,-503.595703125
7.507331378299121,-503.595703125
7.5659824046920825,-503.595703125
7.624633431085044,-503.595703125
7.683284457478006,-225.595703125
7.741935483870968,518.404296875
7.80058651026393,518.404296875
7.859237536656892,518.404296875
7.9178885630498534,518.404296875
7.976539589442815,518.404296875
8.035190615835777,518.404296875
8.093841642228739,518.404296875
8.1524926686217,518.404296875
8.211143695014663,428.404296875
8.269794721407624,170.404296875
8.328445747800586,-503.595703125
8.387096774193548,-503.595703125
8.44574780058651,-503.595703125
8.504398826979473,-503.595703125
8.563049853372435,-503.595703125
8.621700879765397,-503.595703125
8.680351906158359,-503.595703125
8.73900293255132,-503.595703125
8.797653958944283,-503.595703125
8.856304985337244,-190.595703125
8.914956011730206,518.404296875
8.973607038123168,518.404296875
9.03225806451613,518.404296875
9.090909090909092,518.404296875
9.149560117302054,518.404296875
9.208211143695015,518.404296875
9.266862170087977,518.404296875
9.325513196480939,518.404296875
9.3841642228739,441.404296875
9.442815249266863,210.404296875
9.501466275659824,-503.595703125
9.560117302052786,-503.595703125
9.618768328445748,-503.595703125
9.67741935483871,-503.595703125
9.736070381231672,-503.595703125
9.794721407624634,-503.595703125
9.853372434017595,-503.595703125
9.912023460410557,-503.595703125
9.970674486803519,-503.595703125
10.029325513196481,-230.595703125
10.087976539589443,518.404296875
10.146627565982405,519.404296875
10.205278592375366,518.404296875
10.263929618768328,518.404296875
10.322580645161292,518.404296875
10.381231671554254,518.404296875
10.439882697947215,518.404296875
10.498533724340177,518.404296875
10.557184750733139,402.404296875
10.615835777126101,184.404296875
10.674486803519063,-503.595703125
10.733137829912025,-503.595703125
10.791788856304986,-503.595703125
10.850439882697948,-503.595703125
10.90909090909091,-503.595703125
10.967741935483872,-503.595703125
11.026392961876834,-503.595703125
11.085043988269796,-503.595703125
11.143695014662757,-503.595703125
11.20234604105572,-219.595703125
11.260997067448681,518.404296875
11.319648093841643,519.404296875
11.378299120234605,518.404296875
11.436950146627566,518.404296875
11.495601173020528,518.404296875
11.55425219941349,519.404296875
11.612903225806452,518.404296875
11.671554252199414,518.404296875
11.730205278592376,364.404296875
11.788856304985337,111.404296875
11.8475073313783,-503.595703125
11.906158357771261,-503.595703125
11.964809384164223,-503.595703125
12.023460410557185,-503.595703125
12.082111436950147,-503.595703125
12.140762463343108,-503.595703125
12.19941348973607,-503.595703125
12.258064516129034,-503.595703125
12.316715542521996,-503.595703125
12.375366568914957,-137.595703125
12.43401759530792,518.404296875
12.492668621700881,518.404296875
12.551319648093843,518.404296875
12.609970674486805,518.404296875
12.668621700879767,518.404296875
12.727272727272728,518.404296875
12.78592375366569,519.404296875
12.844574780058652,518.404296875
12.903225806451614,409.404296875
12.961876832844576,83.404296875
13.020527859237538,-503.595703125
13.0791788856305,-503.595703125
13.137829912023461,-503.595703125
13.196480938416423,-503.595703125
13.255131964809385,-503.595703125
13.313782991202347,-503.595703125
13.372434017595308,-503.595703125
13.43108504398827,-503.595703125
13.489736070381232,-503.595703125
13.548387096774194,-110.595703125
13.607038123167156,518.404296875
13.665689149560118,518.404296875
13.72434017595308,518.404296875
13.782991202346041,518.404296875
13.841642228739003,518.404296875
13.900293255131965,518.404296875
13.958944281524927,518.404296875
14.017595307917889,518.404296875
14.076246334310852,375.404296875
14.134897360703814,58.404296875
14.193548387096776,-503.595703125
14.252199413489738,-503.595703125
14.3108504398827,-503.595703125
14.369501466275661,-503.595703125
14.428152492668623,-503.595703125
14.486803519061585,-503.595703125
14.545454545454547,-503.595703125
14.604105571847509,-503.595703125
14.66275659824047,-497.595703125
14.721407624633432,-96.595703125
14.780058651026394,518.404296875
14.838709677419356,518.404296875
14.897360703812318,518.404296875
14.95601173020528,518.404296875
15.014662756598241,518.404296875
15.073313782991203,518.404296875
15.131964809384165,518.404296875
15.190615835777127,518.404296875
15.249266862170089,343.404296875
15.30791788856305,109.404296875
15.366568914956012,-503.595703125
15.425219941348974,-503.595703125
15.483870967741936,-503.595703125
15.542521994134898,-503.595703125
15.60117302052786,-503.595703125
15.659824046920821,-503.595703125
15.718475073313783,-503.595703125
15.777126099706745,-503.595703125
15.835777126099707,-447.595703125
15.894428152492669,-116.595703125
15.95307917888563,518.404296875
16.011730205278592,518.404296875
16.070381231671554,518.404296875
16.129032258064516,518.404296875
16.187683284457478,518.404296875
16.24633431085044,519.404296875
16.3049853372434,518.404296875
16.363636363636363,518.404296875
16.422287390029325,332.404296875
16.480938416422287,75.404296875
16.53958944281525,-503.595703125
16.59824046920821,-503.595703125
16.656891495601172,-503.595703125
16.715542521994134,-503.595703125
16.774193548387096,-503.595703125
16.832844574780058,-503.595703125
16.89149560117302,-503.595703125
16.950146627565985,-503.595703125
17.008797653958947,-479.595703125
17.06744868035191,-105.595703125
17.12609970674487,518.404296875
17.184750733137832,519.404296875
17.243401759530794,518.404296875
17.302052785923756,518.404296875
