Game,Mean,Green,Red,Ambulance
1,0.625,0.625,,
2,0.4651428571428572,0.38975000000000004,0.5656666666666667,
3,0.467,0.467,,
4,0.467,0.4762857142857143,0.45616666666666666,
5,0.4028333333333333,0.383,0.4255,0.41700000000000004
