Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.442,False,8658,9100
0.787,True,13881,14668
2.833,False,19384,22217
1.181,False,27446,28627
0.611,False,34878,35489
0.496,False,40747,41243
0.665,False,52476,53141
0.241,False,58559,58800
