Game,Mean,Green,Red,Ambulance
1,0.741,0.6074999999999999,0.8744999999999999,
2,0.643375,0.57175,0.691,0.787
3,0.3922500000000001,0.29235714285714287,0.4793076923076923,0.659
4,0.4583333333333333,0.359,0.5287999999999999,0.7244999999999999
5,0.37512,0.31261538461538463,0.44283333333333336,
