Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.231,False,8757,8988
0.26,False,19278,19538
0.248,False,24953,25201
0.44,False,34500,34940
0.526,False,40266,40792
0.381,True,44311,44692
0.384,False,63395,63779
0.248,False,69181,69429
0.49,False,93182,93672
