Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.309,False,12378,12687
0.361,False,26899,27260
0.294,False,32674,32968
0.534,False,48994,49528
0.26,False,54856,55116
0.559,False,63429,63988
0.452,False,69480,69932
0.465,True,76051,76516
0.367,False,81026,81393
0.279,False,86654,86933
0.571,False,95202,95773
0.414,False,101090,101504
0.439,False,113812,114251
0.676,False,119594,120270
0.66,True,122379,123039
0,False,128629,
