Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
1.106,False,8647,9753
0.651,False,18982,19633
0.576,False,24945,25521
0.692,False,33773,34465
0.796,False,39845,40641
0.548,False,46986,47534
1.141,False,52884,54025
0.611,False,60289,60900
0,False,66246,
