Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
1.08,False,8645,9725
0.385,False,22890,23275
1.062,False,28663,29725
0.607,False,39977,40584
0.524,False,45844,46368
0.045,False,55698,55743
0.531,False,62052,62583
0.718,True,70680,71398
0.482,False,75403,75885
0.815,False,81245,82060
