Game,Mean,Green,Red,Ambulance
1,0.4225555555555556,0.29375,0.6013333333333333,0.412
2,0.40244444444444444,0.30850000000000005,0.51475,0.32899999999999996
3,0.3169285714285715,0.27399999999999997,0.3598571428571428,
4,0.3113529411764706,0.25955555555555554,0.369625,
5,0.2695,0.23299999999999998,0.306,
