Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.374,False,11851,12225
0.323,False,20476,20799
0.279,False,26146,26425
0.376,True,34560,34936
0.385,False,39515,39900
0.3,False,45241,45541
0.448,True,48577,49025
1.096,False,53480,54576
0.222,False,59847,60069
