Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.316,False,11546,11862
0.244,False,24900,25144
0.215,False,30453,30668
0.41,False,40990,41400
0.272,False,46653,46925
0.359,False,55185,55544
0.304,False,60844,61148
0.418,False,69479,69897
0.337,False,75252,75589
0.347,False,82498,82845
0.276,False,88244,88520
0.325,False,95875,96200
0.198,False,101539,101737
0.416,False,110973,111389
0.101,False,116747,116848
0,False,124977,
