Game,Mean,Green,Red,Ambulance
1,0.42069565217391314,0.4417499999999999,0.3977272727272727,
2,0.31786956521739135,0.26681818181818184,0.32349999999999995,0.5705
3,0.31227499999999997,0.2816,0.3275789473684211,0.635
4,0.31204347826086953,0.29675,0.32872727272727276,
5,0.259,0.22049999999999997,0.2975,
