Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.287,False,8648,8935
0.263,False,21182,21445
0.229,False,27541,27770
0.452,False,30073,30525
0.312,False,35740,36052
0.474,False,41278,41752
0.217,False,47545,47762
0.628,True,49797,50425
0.281,False,59572,59853
0.248,False,65157,65405
0.04,False,71676,71716
0.219,False,77241,77460
0,True,81204,
