Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.318,False,8343,8661
0.52,False,18970,19490
0.236,False,24841,25077
0.374,False,30380,30754
0.297,False,36148,36445
0.378,False,46579,46957
1.026,False,52247,53273
0.302,False,61575,61877
0.376,False,67349,67725
0.297,False,73972,74269
0.244,False,80043,80287
