Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.332,False,8644,8976
0.556,True,13975,14531
0.249,False,24476,24725
0.315,False,29966,30281
0.383,False,35478,35861
0.261,False,41264,41525
0.352,False,47773,48125
0.262,False,53342,53604
0.284,False,63880,64164
0.357,False,69547,69904
0.189,False,77177,77366
0.302,False,82743,83045
