Game,Mean,Green,Red,Ambulance
1,0.3867894736842105,0.3433,0.43511111111111117,
2,0.3269090909090909,0.3186666666666667,0.3368,
3,0.3103461538461538,0.26361538461538464,0.357076923076923,
4,0.27820000000000006,0.252125,0.30799999999999994,
5,0.29646428571428574,0.2801538461538462,0.2780833333333333,0.4406666666666667
