Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.371,False,8956,9327
0.274,False,20868,21142
0.202,False,26498,26700
0.293,False,37107,37400
0.249,False,42691,42940
0.336,False,57708,58044
0.253,False,63363,63616
0.325,False,75700,76025
0.197,False,81277,81474
0.322,False,89779,90101
0.265,False,95500,95765
0.257,False,105105,105362
0.25,False,110774,111024
0.349,False,118333,118682
0.23,False,123995,124225
