Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.243,False,8765,9008
0.418,False,21266,21684
0.252,False,26973,27225
0.3,False,33556,33856
0.222,False,39193,39415
0.333,False,47708,48041
0.192,False,53480,53672
0.341,False,66476,66817
0.78,False,72174,72954
0.292,False,83800,84092
0.223,False,89549,89772
0,False,117801,
