Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.179,False,12380,12559
0.507,False,24618,25125
1.269,False,30407,31676
0.434,False,53159,53593
0.552,False,58962,59514
0.615,False,70287,70902
0.607,False,76154,76761
0,False,81094,
