Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.897,False,12349,13246
0.436,False,23589,24025
0.17,False,29359,29529
0.336,False,40732,41068
0.594,False,46654,47248
0.4,False,52592,52992
0.527,False,58354,58881
0.244,False,67185,67429
0.366,False,72891,73257
