Game,Mean,Green,Red,Ambulance
1,0.5947142857142858,0.65175,0.5186666666666667,
2,0.495,0.5660000000000001,0.424,
3,0.5185555555555555,0.49000000000000005,0.55425,
4,0.4411111111111111,0.5108,0.35400000000000004,
5,0.40780000000000005,0.36319999999999997,0.40675,0.635
