Reaction time,Ambulance,Start stimulus (sample),Detected activity (sample)
0.34,False,8641,8981
0.442,False,17276,17718
0.188,False,22959,23147
0.565,False,25472,26037
0.229,False,31465,31694
0.409,False,47275,47684
0.233,False,52972,53205
0.437,False,63474,63911
0.303,False,69262,69565
0.38,False,80075,80455
0.222,False,85860,86082
0,False,93392,
