Game,Mean,Green,Red,Ambulance
1,0.4566,0.45199999999999996,0.45,0.479
2,0.34950000000000003,0.22699999999999998,0.47200000000000003,
3,0.42900000000000005,0.376,0.482,
4,0.3407272727272727,0.2525,0.4466,
5,0.33419354838709675,0.2776875,0.3977857142857143,0.348
