Start stimulus (sample)
8743
22569
28349
35973
42144
49579
55743
63281
69261
70876
77890
83749
92572
98351
105979
111768
119383
125143
137277
143644
154283
160052
169681
175455
188688
194455
201078
206845
217503
223367
229882
238279
243973
246875
