Reaction times,Ambulance
0.217,False
0.437,False
0.375,False
0.527,False
0.301,False
0.472,False
0.326,False
0.366,False
0.256,False
0.409,False
0.22,False
0.602,False
0.33,False
0.271,False
0.264,False
0.453,False
0.284,False
0.668,True
0.432,False
0.28,False
0.631,False
0.303,False
0.482,False
0.269,False
0.664,False
0.276,False
0.555,False
0.496,False
